,antecedents,consequents,antecedent support,consequent support,support,confidence,lift,representativity,leverage,conviction,zhangs_metric,jaccard,certainty,kulczynski,new_antecedents,new_consequents
42,"frozenset({'STRAIGHT BOURBON WHISKIES', 'HIGH PROOF BEER - AMERICAN'})",frozenset({'FLAVORED RUM'}),0.0011061946902654867,0.06747787610619468,0.0011061946902654867,1.0,14.819672131147541,1.0,0.0010315510220064218,inf,0.9335548172757475,0.01639344262295082,1.0,0.5081967213114754,['STRAIGHT BOURBON WHISKIES' 'HIGH PROOF BEER - AMERICAN'],['FLAVORED RUM']
43,"frozenset({'MISC. AMERICAN CORDIALS & LIQUEURS', 'PUERTO RICO & VIRGIN ISLANDS RUM'})",frozenset({'FLAVORED RUM'}),0.0014749262536873156,0.06747787610619468,0.0011061946902654867,0.75,11.114754098360656,1.0,0.0010066697992534002,3.730088495575221,0.9113737075332349,0.01630434782608696,0.7319098457888493,0.3831967213114754,['MISC. AMERICAN CORDIALS & LIQUEURS' 'PUERTO RICO & VIRGIN ISLANDS RUM'],['FLAVORED RUM']
44,"frozenset({'HIGH PROOF BEER - AMERICAN', 'SINGLE MALT SCOTCH'})",frozenset({'IMPORTED ALE'}),0.0011061946902654867,0.09402654867256637,0.0011061946902654867,1.0,10.63529411764706,1.0,0.0010021830213799044,inf,0.9069767441860465,0.011764705882352941,1.0,0.5058823529411764,['HIGH PROOF BEER - AMERICAN' 'SINGLE MALT SCOTCH'],['IMPORTED ALE']
45,"frozenset({'IRISH WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'IMPORTED VODKA'}),0.0014749262536873156,0.0866519174041298,0.0011061946902654867,0.75,8.65531914893617,1.0,0.0009783895023537908,3.6533923303834808,0.8857705563761694,0.01271186440677966,0.7262817924909164,0.38138297872340426,['IRISH WHISKIES' 'SINGLE MALT SCOTCH'],['IMPORTED VODKA']
46,"frozenset({'IRISH WHISKIES', 'TEQUILA'})",frozenset({'IMPORTED VODKA'}),0.0014749262536873156,0.0866519174041298,0.0011061946902654867,0.75,8.65531914893617,1.0,0.0009783895023537908,3.6533923303834808,0.8857705563761694,0.01271186440677966,0.7262817924909164,0.38138297872340426,['IRISH WHISKIES' 'TEQUILA'],['IMPORTED VODKA']
47,"frozenset({'MISCELLANEOUS SCHNAPPS', 'IMPORTED VODKA'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0014749262536873156,1.0,9.224489795918368,1.0,0.0013150338058318322,inf,0.8929098966026586,0.013605442176870748,1.0,0.5068027210884354,['MISCELLANEOUS SCHNAPPS' 'IMPORTED VODKA'],['SINGLE MALT SCOTCH']
48,"frozenset({'IRISH WHISKIES', 'SINGLE MALT SCOTCH'})",frozenset({'VODKA FLAVORED'}),0.0014749262536873156,0.1544985250737463,0.0011061946902654867,0.75,4.854415274463007,1.0,0.0008783207594782503,3.382005899705015,0.7951747907434762,0.0071428571428571435,0.7043174880069778,0.3785799522673031,['IRISH WHISKIES' 'SINGLE MALT SCOTCH'],['VODKA FLAVORED']
49,"frozenset({'IRISH WHISKIES', 'TEQUILA'})",frozenset({'VODKA FLAVORED'}),0.0014749262536873156,0.1544985250737463,0.0011061946902654867,0.75,4.854415274463007,1.0,0.0008783207594782503,3.382005899705015,0.7951747907434762,0.0071428571428571435,0.7043174880069778,0.3785799522673031,['IRISH WHISKIES' 'TEQUILA'],['VODKA FLAVORED']
50,"frozenset({'MISCELLANEOUS SCHNAPPS', 'MISCELLANEOUS  BRANDIES'})",frozenset({'SINGLE MALT SCOTCH'}),0.0011061946902654867,0.1084070796460177,0.0011061946902654867,1.0,9.224489795918368,1.0,0.0009862753543738742,inf,0.8925802879291251,0.01020408163265306,1.0,0.5051020408163265,['MISCELLANEOUS SCHNAPPS' 'MISCELLANEOUS  BRANDIES'],['SINGLE MALT SCOTCH']
51,"frozenset({'TEQUILA', 'OTHER PROOF VODKA'})",frozenset({'STRAIGHT BOURBON WHISKIES'}),0.0014749262536873156,0.08775811209439528,0.0011061946902654867,0.75,8.546218487394958,1.0,0.0009767579467634287,3.6489675516224187,0.8842934515017232,0.012552301255230124,0.7259498787388844,0.38130252100840334,['TEQUILA' 'OTHER PROOF VODKA'],['STRAIGHT BOURBON WHISKIES']
52,"frozenset({'STRAIGHT BOURBON WHISKIES', 'OTHER PROOF VODKA'})",frozenset({'TEQUILA'}),0.0011061946902654867,0.11504424778761062,0.0011061946902654867,1.0,8.692307692307692,1.0,0.000978933354217245,inf,0.8859357696567,0.009615384615384616,1.0,0.5048076923076923,['STRAIGHT BOURBON WHISKIES' 'OTHER PROOF VODKA'],['TEQUILA']
53,"frozenset({'WHISKEY LIQUEUR', 'PUERTO RICO & VIRGIN ISLANDS RUM'})",frozenset({'TEQUILA'}),0.0011061946902654867,0.11504424778761062,0.0011061946902654867,1.0,8.692307692307692,1.0,0.000978933354217245,inf,0.8859357696567,0.009615384615384616,1.0,0.5048076923076923,['WHISKEY LIQUEUR' 'PUERTO RICO & VIRGIN ISLANDS RUM'],['TEQUILA']
54,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0011061946902654867,0.0357669616519174,0.0011061946902654867,1.0,27.95876288659794,1.0,0.0010666294671992063,inf,0.9653008490217793,0.030927835051546393,1.0,0.5154639175257731,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'],['AMERICAN DRY GINS']
55,"frozenset({'CANADIAN WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965,['CANADIAN WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['AMERICAN COCKTAILS']
56,"frozenset({'CANADIAN WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,['CANADIAN WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['BLENDED WHISKIES']
57,"frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'CANADIAN WHISKIES'}),0.0014749262536873156,0.0612094395280236,0.0011061946902654867,0.75,12.25301204819277,1.0,0.0010159152809321185,3.7551622418879056,0.9197439684884293,0.017964071856287428,0.7336999214454045,0.38403614457831325,['BLENDED WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['CANADIAN WHISKIES']
58,"frozenset({'SINGLE MALT SCOTCH', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0014749262536873156,0.0357669616519174,0.0011061946902654867,0.75,20.969072164948454,1.0,0.0010534410595104463,3.8569321533923304,0.9537173806006893,0.030612244897959186,0.7407265774378585,0.3904639175257732,['SINGLE MALT SCOTCH' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'],['AMERICAN DRY GINS']
59,"frozenset({'BLENDED WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'SINGLE MALT SCOTCH'}),0.0014749262536873156,0.1084070796460177,0.0011061946902654867,0.75,6.918367346938775,1.0,0.0009463022424100034,3.566371681415929,0.8567208271787298,0.01016949152542373,0.7196029776674938,0.38010204081632654,['BLENDED WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['SINGLE MALT SCOTCH']
60,"frozenset({'SINGLE MALT SCOTCH', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'BLENDED WHISKIES'}),0.0014749262536873156,0.029129793510324485,0.0011061946902654867,0.75,25.746835443037973,1.0,0.0010632303930526187,3.883480825958702,0.9625800098473659,0.0375,0.7424990505127231,0.3939873417721519,['SINGLE MALT SCOTCH' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['BLENDED WHISKIES']
61,"frozenset({'BLENDED WHISKIES', 'SINGLE MALT SCOTCH', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0011061946902654867,0.11946902654867257,0.0011061946902654867,1.0,8.37037037037037,1.0,0.0009740386874461586,inf,0.8815060908084164,0.009259259259259259,1.0,0.5046296296296297,['BLENDED WHISKIES' 'SINGLE MALT SCOTCH' 'AMERICAN DRY GINS'],['AMERICAN COCKTAILS']
62,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN COCKTAILS'})",frozenset({'AMERICAN DRY GINS'}),0.0014749262536873156,0.0357669616519174,0.0011061946902654867,0.75,20.969072164948454,1.0,0.0010534410595104463,3.8569321533923304,0.9537173806006893,0.030612244897959186,0.7407265774378585,0.3904639175257732,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN COCKTAILS'],['AMERICAN DRY GINS']
63,"frozenset({'STRAIGHT BOURBON WHISKIES', 'BLENDED WHISKIES', 'AMERICAN DRY GINS'})",frozenset({'AMERICAN COCKTAILS'}),0.0014749262536873156,0.11946902654867257,0.0011061946902654867,0.75,6.277777777777778,1.0,0.0009299866865063826,3.52212389380531,0.8419497784342689,0.00923076923076923,0.7160804020100503,0.37962962962962965,['STRAIGHT BOURBON WHISKIES' 'BLENDED WHISKIES' 'AMERICAN DRY GINS'],['AMERICAN COCKTAILS']
64,"frozenset({'STRAIGHT BOURBON WHISKIES', 'AMERICAN COCKTAILS', 'AMERICAN DRY GINS'})",frozenset({'BLENDED WHISKIES'}),0.0011061946902654867,0.029129793510324485,0.0011061946902654867,1.0,34.32911392405063,1.0,0.0010739714673558358,inf,0.9719453672942047,0.0379746835443038,1.0,0.5189873417721519,['STRAIGHT BOURBON WHISKIES' 'AMERICAN COCKTAILS' 'AMERICAN DRY GINS'],['BLENDED WHISKIES']
